Iteration,Index,PF Angle (rad),KF Angle (rad),Unfiltered Angle (rad)
118,37,-0.10567466997756689,0.09890301900161287,0.10869539712058446
118,42,0.11164645592264993,0.09976307928898573,0.10964061189185562
118,44,-0.014219284273386763,0.02584576471097274,0.028404751316019546
119,7,0.13851241954377908,0.2954117793286699,0.3246604703513105
119,17,0.10752691457287483,0.13545122152676348,0.14886223355911632
119,24,0.16582535915656021,0.11068296022257651,0.1216416691555049
119,32,0.03192489689632242,0.12893513278282237,0.1417009875137949
119,40,0.028748419065765276,0.08150596891211469,0.08957586682420526
119,9,0.07305627987485652,0.2830522432278344,0.3110772178048477
119,15,0.12851130759167714,0.044131107871986125,0.04850052449297485
119,30,0.06377721749677838,0.3155267256128335,0.34676699547549034
119,38,0.5123596056351442,0.553391446908163,0.6081826792753079
119,11,0.15202124032175668,0.13939321078891237,0.1531945187878146
119,13,0.3606369219232563,0.15771563290158636,0.17333104209976324
119,19,-0.044274023724582987,0.15871727143378947,0.17443185276386766
119,21,0.12010727405181354,0.08426099180450283,0.09260366426039421
119,26,0.27177412735401757,0.13069636585697617,0.14363660010024115
119,28,-0.16117863708047986,0.03474082015164125,0.03818050531517009
119,34,0.031140697799584508,0.09389460807263603,0.10319110392141188
119,37,-0.057677626676523625,0.06507847209275294,0.07152188517124335
119,42,0.01155114968445901,0.07469334460512554,0.08208872525909837
119,44,0.4189194547841843,0.2028687288259818,0.22295474158102954
120,7,0.6450984883115828,0.36810949143002414,0.40455597573002655
120,17,0.34221243007798274,0.22162713309474194,0.24357041359917186
120,24,0.42938079792195943,0.20381506253879664,0.22399477170105375
120,32,-0.11824068695007206,0.10258323601940011,0.11273999206092489
120,40,-0.09152721504058142,0.08052943571578562,0.0885026471727941
120,9,0.315839294557878,0.3291950211760539,0.3617885876291286
120,15,0.06647822530836081,0.043472180741272945,0.047776357052290074
120,30,0.580775241299634,0.32562678914432064,0.35786706529722373
120,38,0.5177814930899294,0.5229253823830502,0.5747001727180057
120,11,0.3036834296313006,0.1734076528161101,0.19057672735235864
120,13,-0.01850268847302519,0.1027734830046539,0.11294907538135232
120,19,0.11587236048807359,0.17486068124976348,0.19217361998736385
120,21,-0.1378902576654435,0.08176508978465619,0.08986064322868156
120,26,-0.1703040454293628,0.07835433133615459,0.08611218592389268
120,28,0.09151231687608227,0.0507169404735877,0.05573841972839837
120,34,0.2217475967935386,0.14587214212419436,0.1603149284731245
120,37,0.010421174070814802,0.04049732314814334,0.04450695910340506
120,42,0.18636978322159645,0.08613264221713571,0.09466062659506995
120,44,0.2880484769095697,0.025989711191159875,0.028562949922957884
121,7,0.2847568351408294,0.34779352763967597,0.3822285303762776
121,17,0.3108785758509989,0.14353154680514235,0.15774259104327526
121,24,0.23555504653778556,0.13446792295907808,0.14778157869760067
121,32,-0.02830761071039507,0.09827782561935482,0.10800830340344936
121,40,0.17155022336454587,0.18079925376915618,0.19870016998392415
121,9,0.2280131966379193,0.32439070265751024,0.356508594009739
121,15,0.018718421802285463,0.04968774079764713,0.05460731909444388
121,30,0.1245753710068671,0.29650086227552425,0.3258573832929029
121,38,0.320855373604236,0.5090408649141722,0.5594409505492388
121,11,-0.041099881611446204,0.07538547737996229,0.08284938603144372
121,13,0.048311349511554254,0.12202778767100049,0.13410974684634708
121,19,0.15188104478907635,0.2583654144004286,0.28394614849948097
121,21,0.1976263735840488,0.16151536816182085,0.17750698877190216
121,26,0.18331907351812426,0.11871788960353591,0.13047213609893552
121,28,-0.18232227578444735,0.07024218353648147,0.07719685517375686
121,34,0.3202932065410577,0.11195105873890948,0.12303532198038568
121,37,0.19640850825342226,0.04086794682982866,0.044914278199118626
121,42,0.21353386951745673,0.1861066460601144,0.20453304666012576
121,44,0.15119889547412751,0.08975943799024025,0.09864651105858087
122,7,0.23616692821345442,0.28501283871246064,0.3132319316542884
122,17,0.6585737178371628,0.17134770511285102,0.1883128244309551
122,24,0.032946622758779444,0.1325972036453797,0.14572563964987273
122,32,-0.04263798498549894,0.0893738323095442,0.09822272659761788
122,40,-0.17928092238249363,0.09328049619590498,0.10251618888856884
122,9,0.32034469770970725,0.328177847798791,0.3606707040164931
122,15,0.13205673511638277,0.04970734269918886,0.054628861778316475
122,30,0.3334524020333331,0.31744716425499986,0.34887757655747514
122,38,0.5794105577746713,0.5680341680125937,0.6242751747465138
122,11,-0.024565213975090663,0.14446418722013973,0.1587675720934209
122,13,0.3350552785012785,0.1203405165907794,0.13225541922352985
122,19,-0.1000266435218953,0.188861220007729,0.2075603507015636
122,21,0.138076605440515,0.13262599727499264,0.14575728413390282
122,26,0.048897490073932875,0.1194004729217864,0.1312223019239435
122,28,0.01729683445054346,0.022406648296479557,0.02462512832583397
122,34,0.4590297276815825,0.1940202665495446,0.21323019393068765
122,37,0.3139254022031037,0.06656562299188827,0.07315627873365939
122,42,0.2503302022266934,0.13867802410749278,0.1524085215438782
122,44,-0.1507744670866321,0.07132695802340114,0.07838903307522303
123,7,0.4538254960786453,0.2844664073356738,0.31263139816098806
123,17,0.09106189296549587,0.18052262918793333,0.19839615683030298
123,24,0.22554990708684708,0.16863498453826775,0.18533151766086853
123,32,0.22284547996330872,0.14101896172565437,0.154981235163838
123,40,0.09789126930148226,0.11838940236078654,0.13011112536680502
123,9,0.43290300309957536,0.294325318803638,0.32346643947726555
123,15,-0.04337417196473286,0.05128183292567678,0.05635924212623884
123,30,0.22817288166035066,0.281952672580116,0.30986877877616714
123,38,0.5148423814392479,0.5114315744323207,0.5620683639800752
123,11,0.06290463034132328,0.15505310056099952,0.17040489269575196
123,13,-0.025936030826155504,0.07214972466693341,0.0792932617626694
123,19,0.0834268708096505,0.08204697247376613,0.0901704350949311
123,21,-0.18274311522082518,0.018722154443982245,0.02057583310180227
123,26,0.028827675858985432,0.05311778652418521,0.058376973308758004
123,28,0.06011366103413309,0.045536962338886926,0.050045572471449994
123,34,0.4911220506112204,0.12210473128087342,0.13419430863541534
123,37,-0.015742862084518375,0.04528493189813281,0.04976858852171032
123,42,0.1777914944529487,0.08483217548009338,0.09323140077515214
123,44,0.396502843030136,0.1459965939659686,0.16045170227943084
124,7,0.2951140597818637,0.30968837262130466,0.34035058773232496
124,17,0.3379451671946192,0.1605439370228076,0.17643937633199647
124,24,0.38628311687000283,0.19847533638569637,0.21812635979022077
124,32,-0.06153880867820456,0.21540547135240098,0.23673274574372782
124,40,-0.05086258523756193,0.21135613717952942,0.23228248739532442
124,9,0.20318648128698993,0.33861569171209766,0.37214199782220636
124,15,0.11439627643853098,0.04758742456471604,0.052299050759242384
124,30,0.4833503285795668,0.3205281667963608,0.35226362885540646
124,38,0.5613850571169752,0.5360491080728472,0.5891232771889707
124,11,0.16017907117957683,0.12910261156064665,0.1418850483488295
124,13,0.20463668130220763,0.06986201876042542,0.07677905032086359
124,19,0.17088936276687963,0.18211271318005828,0.20014367488105417
124,21,0.3341655261517363,0.13059484882724123,0.14352503187944335
124,26,0.13267343470898946,0.10188766329003678,0.11197555074449587
124,28,0.11095073725877555,0.020364957736121188,0.022381290185242098
124,34,0.2348011912925715,0.11313946833079128,0.12434139588829538
124,37,0.10338545149811164,0.04261604821104563,0.046835458925010544
124,42,0.20679559081323318,0.11413784041352805,0.1254386166920952
124,44,0.23069725469140714,0.14154831767613615,0.15556300259456549
125,7,0.5456572402338308,0.466362993031267,0.512537546796739
125,17,0.6884400758722486,0.48332798541934785,0.5311822414014615
125,24,0.49192826915246424,0.36481856300654447,0.40093921280917266
125,32,0.031166267998241865,0.2649286579477986,0.29115921814064993
125,40,0.2751031359440377,0.23456217616719108,0.25778615400552685
125,9,0.3530951268859426,0.5267061670516008,0.5788552925022543
125,15,-0.02249279690503745,0.10734315825371765,0.11797119372438278
125,30,0.31548365460299044,0.31472366056432927,0.34588441903604505
125,38,0.24550614956199152,0.46921135277150056,0.5156679223528373
125,11,0.012228751766661636,0.17780585038103947,0.19541039002272656
125,13,-0.07043276595658121,0.13619322876021892,0.1496777068552901
125,19,0.21334656971206517,0.15134153821367108,0.16632584892789595
125,21,-0.09598168880293764,0.02720337550434399,0.029896779019625574
125,26,0.16631140127629324,0.13898447870708294,0.15274531818303175
125,28,0.2762943850569502,0.08848557353738766,0.09724652141237654
125,34,0.08108131816529857,0.2194538687922062,0.24118197461321675
125,37,0.1915626098784242,0.06513039922103439,0.07157895359935464
125,42,0.3258950072493521,0.22310029449773514,0.24518943256681786
125,44,0.2453711629571616,0.12161716762043218,0.13365847134522746
126,7,0.36655796836777454,0.39790974952194885,0.43730675442511213
126,17,0.7787817748068013,0.6150329225784811,0.6759272713486277
126,24,0.3734335364748568,0.5290158551395515,0.5813936625791111
126,32,0.32519232958173966,0.46372976903581964,0.5096436075542177
126,40,0.5064098929349022,0.4785582070680189,0.5259402077678228
126,9,0.3662007342430449,0.5172648805711869,0.5684792251821956
126,15,-0.11338192272615742,0.21140755702541975,0.23233899831506527
126,30,0.14744926114509893,0.3702676953919272,0.4069278632525141
126,38,0.33344195432717855,0.4388550235378403,0.48230601596732947
126,11,0.08757071975412246,0.26401749490902104,0.2901578409396172
126,13,-0.04087295198662446,0.1815139618000635,0.1994856411862084
126,19,0.320307247730031,0.12927760772472993,0.1420773708657923
126,21,-0.05690582536092317,0.09855281859846855,0.10831052341019812
126,26,0.03993843619034844,0.1589903193299536,0.17473193510519655
126,28,0.17992394740622306,0.1014491947905346,0.11149366952227072
126,34,0.42812697719767123,0.2189000955671204,0.24057337235594423
126,37,0.01697793831034815,0.09193759963556436,0.10104033227274896
126,42,0.09129827237002214,0.1812360140680409,0.19918017387675785
126,44,0.16401787047111788,0.15401252709588173,0.16926129215487992
127,7,0.404727121027732,0.4196913115184947,0.4612449067183457
127,17,0.4146833269849064,0.46802993374031965,0.5143695311403513
127,24,0.41972829555539964,0.35384248789427986,0.38887639758678283
127,32,0.5804750453713765,0.3524208744597317,0.38731403034683387
127,40,0.22498013162847946,0.23953364531733934,0.2632498478240066
127,9,0.4561917229976414,0.47337160529139366,0.5202400810628188
127,15,0.18855893468318222,0.340499005169064,0.3742117779580803
127,30,0.07951012898851968,0.31782478531673963,0.34929258584314954
127,38,0.2878290021480621,0.17982494711212987,0.19762939732125165
127,11,0.26838211555015035,0.2513974101340576,0.276288242820598
127,13,0.4599522958119999,0.3935160778430643,0.43247806574831826
127,19,0.7404216004531878,0.8721948815053758,0.9585508103672943
127,21,0.7375084280256552,0.7359500042226923,0.8088163412744441
127,26,1.0793491938986928,1.115967190446336,1.2264589914806268
127,28,0.7319094686160823,0.7330777062875361,0.805659657405114
127,34,0.8696606703548446,1.1911707364810822,1.3091084331623775
127,37,1.7313744257412294,1.9051277359092942,2.093754244415165
127,42,1.2288970922922993,1.276181002139068,1.4025355568063027
127,44,1.7525629812280155,1.6913433885481963,1.858803129988612
128,7,0.46131014440757395,0.36770108034434645,0.4041071279031927
128,17,0.876846444818961,0.4743464135040151,0.5213114049400562
128,24,0.2668540207019224,0.26916056435287966,0.29581012517989747
128,32,0.06541965547543196,0.19674083773330994,0.2162201285979941
128,40,0.22788447339075876,0.09382274613171485,0.10311212693683514
128,9,0.4802581021394478,0.4033217142584409,0.44325455725432616
128,15,0.25393092045742,0.3341731191051588,0.36725956654131314
128,30,0.122296652582457,0.29271071259152365,0.32169197126395177
128,38,-0.07164106043199711,0.20729818629683794,0.227822759197515
128,11,0.3052891508453461,0.30445657402941917,0.33460078927985676
128,13,0.08309020658432992,0.31613616139565964,0.34743677143483387
128,19,1.0055626325375515,0.8279589192552974,0.9099350498746339
128,21,0.6126687349852379,0.6640119745027905,0.729755734354552
128,26,1.0420599279650347,1.1821929320675169,1.2992417372227167
128,28,0.831247335798696,0.7180316312245997,0.7891238719399066
128,34,1.141463255131788,1.341912791906545,1.4747754445705594
128,37,1.3479829751134524,1.823242568560738,2.003761634754871
128,42,1.7559941568436193,1.6223004185954957,1.782924222416832
128,44,0.7973045629234201,0.804586356273567,0.8842483717461975
129,7,0.46778749255489394,0.3680085390224241,0.4044450280345453
129,17,0.6483248450218396,0.6541249785076707,0.7188898278648659
129,24,0.6998301634762938,0.6062066969352032,0.6662271619782927
129,32,0.4527056828508141,0.5325081607367226,0.5852317410076853
129,40,0.39383249722324265,0.47583359339873876,0.522945830368911
129,9,0.49893678831589183,0.5335353850197131,0.5863606706652292
129,15,0.270454908883717,0.36130584415736844,0.39707870001453366
129,30,0.23167043707128637,0.4217734520943603,0.46353319982647523
129,38,0.24129410788904104,0.322346344955472,0.3542618246540336
129,11,0.20986363816755904,0.3352061908731734,0.36839492264279455
129,13,0.6415681880089064,0.49037472861794407,0.5389266819464534
129,19,0.9076087454016084,1.1270274568925587,1.238614333812614
129,21,0.4686628422663092,0.4168482114506618,0.45812031159429173
129,26,1.0019019124369617,1.2956646027894736,1.4239482268280355
129,28,0.5148886645142797,0.48326787000294924,0.5311161739636373
129,34,1.2143527734745911,1.4592020337043663,1.603677482585987
129,37,1.0040397613501988,1.419924007793816,1.5605105432189463
129,42,1.8421671572627347,2.2133526575247657,2.4324964850024657
129,44,0.2756046297947972,0.5355930525713166,0.5886220676773877
130,7,0.10819752607209868,0.3982053234711302,0.43763159312173716
130,17,0.5304108984367294,0.6779888779805107,0.7451164896617494
130,24,0.5467302400299994,0.627142917887676,0.6892362760943765
130,32,0.4619810387735123,0.526824683635644,0.5789855434015494
130,40,0.3192566063313646,0.49346487354044394,0.5423227818117751
130,9,0.225926522292992,0.5319329154015514,0.5845995406888338
130,15,0.41695267935545915,0.38048300210997094,0.4181545864772948
130,30,0.36493634673306485,0.39151498108926036,0.43027884060304855
130,38,0.18987802441008866,0.20864981663771645,0.2293082143246191
130,11,0.6044840206423588,0.348881570834296,0.3834243006198699
130,13,0.586231183052121,0.5149898475401214,0.5659789413559752
130,19,0.8619412679048318,1.2066563757340811,1.3261273040245842
130,21,0.42085824798714183,0.32453901154027276,0.35667158694029977
130,26,1.1858273563959656,1.4369576016439656,1.5792306315097049
130,28,0.25558346989008573,0.37267426305552703,0.40957270494221293
130,34,1.9174335559643298,2.4790334705024293,2.7244823289680165
130,37,0.41114485828761993,0.4268066558879008,0.46906474062927717
130,42,1.9188888612710502,2.224677354273268,2.44494243885478
130,44,0.49601224292721424,0.5064324416949547,0.5565742676053463
131,7,0.443707024196675,0.42936770023321397,0.471879353721651
131,17,0.43198806357743463,0.6879622417056009,0.7560773151417991
131,24,0.5466721934830654,0.7064804838410148,0.776429046597551
131,32,0.5369211596491863,0.5384721262911865,0.5917861982012049
131,40,0.435850111156133,0.5070124966189432,0.5572117537099277
131,9,0.5836616684474604,0.5672623575172874,0.6234269473704842
131,15,0.45853855289256307,0.33602804651801577,0.3692981501336609
131,30,0.14645811540283213,0.30391854872819885,0.3340094941468324
131,38,0.17896462057555204,0.13971468024620348,0.15354781690424343
131,11,0.2729854338552601,0.3432536133530145,0.37723911962559026
131,13,0.33900890066787354,0.4998209138400482,0.5493081330321322
131,19,1.5890844680281442,1.6541891120279961,1.817970212228788
131,21,0.04679062858685118,0.2587276414258779,0.28434423958685595
131,26,1.7124731699454032,1.9787754444218864,2.1746938052557367
131,28,0.5041569778277047,0.6940538172589383,0.7627720169875462
131,34,1.9941102534486888,2.3509411711344073,2.5837076237219727
131,37,0.5997944276811282,0.5951365886547684,0.6540610033730624
131,42,1.5901676038136296,2.2028685722586308,2.420974371492159
131,44,0.6152639903892869,0.5535282597838974,0.6083330379803229
132,7,0.3826913103581785,0.2825834607558548,0.3105620212267315
132,17,0.607770184217016,0.5977898251183049,0.656976936516157
132,24,0.6993507817528608,0.6727309277299134,0.7393379502774297
132,32,0.2596340578269112,0.5394045396749609,0.5928109297417888
132,40,0.400710203190047,0.48803282923952984,0.5363529113424537
132,9,0.4568859485986295,0.5350781402024328,0.5880561738858421
132,15,0.17133249867811542,0.279630441384848,0.3073166237001795
132,30,0.26882904409479563,0.17663574976226196,0.19412443785753544
132,38,0.24433704945415333,0.07142748722079845,0.07849951565850127
132,11,0.42789842889603646,0.42431783305174187,0.4663294996905282
132,13,0.4108592827338414,0.4350956618515687,0.4781744402527142
132,19,1.7623401171168245,1.9031516849971286,2.0915825448978347
132,21,0.3290576191081246,0.36262578408183216,0.3985293270602314
132,26,1.833141804499784,1.9608263323913977,2.1549675534202493
132,28,0.9000069089530776,0.8744699053241929,0.9610510840691626
132,34,1.8739791109700272,2.2928959842979437,2.519915388683879
132,37,0.6427387273476003,0.6458923216886897,0.7098420565093522
132,42,1.919823051466997,2.1155648245642658,2.32502668838251
132,44,0.7576486388284585,0.6249946216637693,0.6868752772740435
133,7,0.07983026468573944,0.27948089552992395,0.3071522713249659
133,17,0.6978303440243373,0.6630156539416231,0.728660768193269
133,24,0.6869865698275263,0.7325570815950502,0.8050874857133721
133,32,0.485976648610604,0.6200410351175187,0.6814312366143028
133,40,0.4752900444231481,0.5975329669627778,0.6566946468600826
133,9,0.49839852493556885,0.6037564375543036,0.6635343026586902
133,15,0.2687045311643279,0.22205516146576706,0.24404082101683314
133,30,0.10187658605624454,0.12292332702074973,0.13509395345844774
133,38,0.023960307216698486,0.13311043420831004,0.1462896851200239
133,11,0.7471994508163594,0.589863235425699,0.6482655359628969
133,13,0.3236279216136381,0.3781733698350826,0.41561627773954624
133,19,1.7301302909033527,1.8306298719675091,2.01188035434053
133,21,0.2568026510856132,0.33433176172101425,0.3674339163468573
133,26,1.7766056091944167,1.930177975794437,2.121284706071114
133,28,0.9858582336874216,0.93735662661236,1.030164213405663
133,34,1.7372897837189532,2.238201621287255,2.4598057422067856
133,37,0.7857342655929773,0.7003973868463339,0.7697436627717136
133,42,1.7675893049596025,2.090483436228197,2.2974619942705927
133,44,0.40884190544856586,0.7098828212961141,0.7801682491472146
134,7,0.19049054963629175,0.30871346612128786,0.3392791558362669
134,17,0.512054803003807,0.6804195865441853,0.7477878624396493
134,24,1.0202808969802704,0.778204485038813,0.855254434052557
134,32,0.9480840914141183,0.7268763198872024,0.7988442723512819
134,40,0.5219806445073608,0.6111016986289446,0.6716068173050778
134,9,0.5723642459272547,0.5647310279202582,0.6206449910806798
134,15,0.1441464077325071,0.13586058453566618,0.14931212755899947
134,30,0.23311604785957396,0.062292308828918404,0.0684598641585143
134,38,0.1231683365575072,0.2301420136923274,0.2529283516816668
134,11,0.4995725597819036,0.5036081418967052,0.5534703341637057
134,13,0.6317452092278226,0.4290934409066289,0.47157794000629516
134,19,1.699811206379606,1.8104190438789363,1.9896684541639797
134,21,0.36821828324508266,0.4404115456564447,0.4840166491867858
134,26,1.5635929076735156,1.8661725288250597,2.0509420861344716
134,28,0.8095784551069652,1.0548685436110812,1.1593109736715843
134,34,1.7153355119575253,2.082360371992283,2.288534666248945
134,37,0.9070167884476159,0.8442874213849272,0.9278802353834349
134,42,1.7364757270485744,1.98884155154302,2.1857565566462895
134,44,0.6524873121770435,0.707125192456366,0.7771375877490755
135,7,0.1873013335666772,0.17898632849480767,0.19670774715765993
135,17,0.4981797749161572,0.6097692091960055,0.6701423982253131
135,24,0.5989198631106519,0.7207611731405641,0.792123665530719
135,32,0.6107627914713774,0.6581965393136289,0.7233645135030972
135,40,0.5881155444132272,0.5425473678248329,0.5962649289956085
135,9,0.19297889441157637,0.45336629324087574,0.49825404504690307
135,15,0.16333688215070957,0.09389909502971937,0.10319603513167179
135,30,-0.026716971650198616,0.031182774998175105,0.03427017846334096
135,38,0.06827365668513677,0.29025693175390693,0.3189952418285512
135,11,0.2868718369643931,0.4133168942149971,0.4542393589887592
135,13,0.44285863292895605,0.418575385210224,0.4600184926567809
135,19,1.2326291933128477,1.8776421303089363,2.063547291725663
135,21,0.641865905220801,0.5988836977807803,0.6581791134026398
135,26,1.8747153193450736,1.933681657453709,2.1251352869045714
135,28,0.6999199735168955,1.1542557425578888,1.2685384893457987
135,34,1.934759684214217,2.1392531986674497,2.351060446060267
135,37,0.619769126437992,0.9385682500002687,1.0314957995052458
135,42,1.7751884302170857,1.984829942222138,2.181347758283736
135,44,0.7616421840862233,0.8686500505745388,0.9546550060769685
136,7,0.3522696201938536,0.22682969944181205,0.2492880855251598
136,17,0.49644824278772703,0.6590323053546755,0.7242830286571187
136,24,0.7369999651941096,0.7761205207702025,0.8529641366880445
136,32,0.8893077240826832,0.7903625956644528,0.868616318007468
136,40,0.7049481428070193,0.6430667929419311,0.7067367724411323
136,9,0.5309421551701885,0.40628498709549404,0.4465112234415826
136,15,0.38420737825771445,0.16015072968487917,0.17600723757447118
136,30,-0.03302825171497453,0.036135402492122895,0.039713165115105364
136,38,0.08297970942589682,0.3271886817604442,0.3595836007466268
136,11,0.20283147892614065,0.38929266903155885,0.4278364976485449
136,13,0.3375973262711019,0.43729579598797785,0.4805924094521341
136,19,1.7640904550548901,1.9749237090184164,2.170460709911329
136,21,0.6255163579264458,0.6971885262355995,0.7662170931896193
