Iteration,MSE
237,0.07714424512768643
238,0.11815353303682226
239,0.057462630119864515
240,0.15513445927714561
241,0.06240283178764918
242,0.06878401280370543
243,0.03557878602823714
244,0.11304275777009494
245,0.058114163357129
246,0.2973854489951518
247,0.19019374111049464
248,0.1482306995743577
249,0.0761604451811335
250,0.11146955094201691
251,0.15561477560300507
252,0.05513434510933542
253,0.06009808144974915
254,0.05640373821702038
255,0.02450483705714845
256,0.06561277111117521
257,0.036113389426112155
258,0.028389416951442745
259,0.09587917155098644
260,0.034461398406180066
261,0.1103768071938132
262,0.03670093300959398
263,0.06488785140119856
264,0.0525335212377305
265,0.05201477713022462
266,0.16516651859418527
267,0.04914840722940099
268,0.0492078190894477
269,0.041364389892177805
270,0.04713304543185822
271,0.04487845714703219
272,0.022446390955650215
273,0.018603198683234373
274,0.026153891233844005
275,0.034053563212910934
276,0.052313556735617966
277,0.0809491618014836
278,0.07107970682801075
279,0.10903466265100213
280,0.12260758845055238
281,0.16190966187088796
282,0.10773151201584452
283,0.09053686442542057
284,0.10029735114100566
285,0.11070126490659497
286,0.12724143256160456
287,0.11441975087418546
288,0.08367774538343396
289,0.09284298976371488
290,0.08650753196789479
291,0.10784722838381851
292,0.09674325575306901
293,0.08710240762962987
294,0.09603804778117725
295,0.10599022260674368
296,0.11995710712207368
297,0.09302045235093055
298,0.12223042007713174
299,0.10246673162788832
300,0.12521711271397776
301,0.13246753224742033
302,0.2102258255026806
303,0.10720618331487053
304,0.0751818814118514
305,0.06800429703349602
306,0.08636928175114876
307,0.05302962369326701
308,0.02834783389154541
309,0.018980464284070814
310,0.0139245453677306
311,0.014228432128805587
312,0.07176788798291123
313,0.021622102327412455
314,0.03830427015617374
315,0.022044612166595118
316,0.056231613169936606
317,0.023061077356514092
318,0.03837307288784191
319,0.025696471803662267
320,0.012109498842236291
321,0.027118871476148155
322,0.02153290060891873
323,0.026845558329741902
324,0.030318585337849046
325,0.031544034327455846
326,0.027430383395078802
327,0.03558346637992563
328,0.03823737263713425
329,0.018046448919142876
330,0.04078376116160775
331,0.06897361831563473
332,0.024380422383246645
333,0.04056360470409983
334,0.037343009969088174
335,0.026878124994285178
336,0.04138150498367055
337,0.05099198560932787
338,0.02839109508863477
339,0.01810580058853646
340,0.026427446291505497
341,0.033073974246169605
342,0.037984713724865136
343,0.03971095784683697
344,0.015723444844844937
345,0.03362903939584405
346,0.030329503719111636
347,0.06912564356739036
348,0.05598135621695649
349,0.02389290863056062
350,0.023125049697624696
351,0.034110497811682045
352,0.018465795522669016
353,0.03708906934724647
354,0.042348096499791876
355,0.03422011404592618
356,0.02248313013406271
