Iteration,MSE
0,0.06964006873177579
1,0.02574304185863209
2,0.02878499285109562
3,0.07069373427177629
4,0.06429085108994914
5,0.04098360547611222
6,0.038340184387385096
7,0.038594769510254104
8,0.03366741753988955
9,0.04994183225183972
10,0.03364585452860127
11,0.03875432036941526
12,0.011709819137428404
13,0.037035237574389555
14,0.03595330243448045
15,0.10915161067229999
16,0.015089998613145458
17,0.027714451565386315
18,0.1207236655784026
19,0.0309570121663927
20,0.05718182260542456
21,0.05993128947097938
22,0.016771062882046526
23,0.028011291887323892
24,0.05506456269739041
25,0.04385917015804924
26,0.06714772984832235
27,0.050731538106087305
28,0.05944123173573061
29,0.061645184736714764
30,0.127108816458163
31,0.07640283929359519
32,0.07266989745399459
33,0.09271873277411766
34,0.0718400246054446
35,0.10947425612706366
36,0.09188215015119028
37,0.14493348384265348
38,0.08329439958493656
39,0.19624674995365696
40,0.164045184309322
41,0.13230898880717862
42,0.14572334256351124
43,0.12089529720900671
44,0.13939943640501118
45,0.20048396238163518
46,0.13088943156837166
47,0.09333755061778641
48,0.13456831897906454
49,0.12812778294013985
50,0.1065279597625284
51,0.08622886302945487
52,0.1638307482916496
53,0.11756951470157777
54,0.11937278258864402
55,0.2086762677791077
56,0.18775600041668894
57,0.09180114477244515
58,0.1517216227208368
59,0.12706632077046637
60,0.10543100011194277
61,0.10561877977737373
62,0.11858813690803792
63,0.08751450886315511
64,0.09144254089872476
65,0.13125111480882137
66,0.10579248466959656
67,0.14156897739723212
68,0.11303132614562891
69,0.08507142956411211
70,0.1145202993900716
71,0.11188373371305783
72,0.10516921853729724
73,0.10840601366574262
74,0.0961897140031593
75,0.11162785784797952
76,0.07138180605420773
77,0.10584572341801526
78,0.10644201452179385
79,0.10270461754298393
80,0.10089393846986776
81,0.08227918531385676
82,0.09493158405870415
83,0.08591358230359758
84,0.08873793613944089
85,0.0768167744159995
86,0.06282020099260553
87,0.11057094444018273
88,0.09293442292187909
89,0.10035032339678174
90,0.13838084662719616
91,0.1001193952016785
92,0.09481379899496327
93,0.10082186575712185
94,0.10603373849138888
95,0.06782821457779958
96,0.07370403608817788
97,0.09554037782086679
98,0.0872559642664849
99,0.07831852058508924
100,0.09893643693295161
101,0.07900639960500877
102,0.13498685017223874
103,0.1281267802200631
104,0.07163163586898093
105,0.16128069315595156
106,0.11086580752052418
107,0.10521017058293873
108,0.08786874457884948
109,0.08539511066674747
110,0.08169435431537622
111,0.08154220636258337
112,0.09957537233024726
113,0.07215292730046334
114,0.08591997265409587
115,0.07579612218533081
116,0.07679128656153461
117,0.08133370289026605
118,0.07532534090627244
119,0.08077436909769924
120,0.08141823300423846
121,0.06742572125751753
122,0.0485971909349173
123,0.047239597279043775
124,0.06054598685926055
125,0.06554869096122459
126,0.052800596159743765
127,0.03494866503983113
128,0.03303939530031529
129,0.08461525582398471
130,0.039705583529114845
131,0.046148390796202025
132,0.04421354504531542
133,0.05247445573940945
134,0.06999475141185522
135,0.05642629839197498
136,0.047332297714344496
137,0.06172010310440858
138,0.027533580561458305
139,0.07070492067368077
140,0.07562770134301226
141,0.06404199123949365
142,0.03307821710193864
143,0.05831102120522464
144,0.04605422523656446
145,0.03638489707609048
146,0.05361490410811067
147,0.05306354953407405
148,0.045192044378476334
149,0.05207768013834163
150,0.03369990555672528
151,0.04496805484994511
152,0.06803310221476033
153,0.04411750809771242
154,0.04008509232359786
155,0.045197323610349095
156,0.03874774921779301
157,0.06896811352262829
158,0.05446501466508636
159,0.040035520989908424
160,0.041192103395663524
161,0.03944716299842186
162,0.03903247251739056
163,0.06429688875183215
164,0.04022402015006001
165,0.021062772739293745
166,0.06116590241081817
167,0.04164874765552375
168,0.04803592737106286
169,0.04670229588001649
170,0.057468351636157364
171,0.06096909294801928
172,0.04636260282356099
173,0.03682806241435622
174,0.04817093090957088
175,0.024110915330436036
176,0.06072887342581219
177,0.0498377361377364
178,0.07059749057268962
179,0.09015215870652131
180,0.0570894309245509
181,0.13265981250208303
182,0.05809247996014945
183,0.05365707191069736
184,0.04902552069292274
185,0.09640816735233107
186,0.06172714967095408
187,0.05107403055368682
188,0.0795707770443268
189,0.03270392428145925
190,0.05790764228507169
191,0.05620722967392408
192,0.04509497126725705
193,0.09204335633120912
194,0.052323615091414456
195,0.047199065978540095
196,0.06899300567300344
197,0.08577432713666887
198,0.04890455755396936
199,0.05438750857285787
200,0.0866207569295001
201,0.041187463548449404
202,0.043901556036957466
203,0.0595629411936981
204,0.06770303291890109
205,0.077191386055574
206,0.05396606093611261
207,0.03550018718934159
208,0.03377957101961639
209,0.03313194661783938
210,0.09021231361642734
211,0.06398147201994495
212,0.0699731273247556
213,0.03418321934227344
214,0.032660666017072244
215,0.12708336297084483
216,0.0408591949935052
217,0.04773491873089562
218,0.07724383309454584
219,0.0366056343923544
220,0.10871386994733957
221,0.08959043735765371
222,0.028373513967044274
223,0.10609293817740184
224,0.03712724641717876
225,0.03975547339714516
226,0.05539535894082877
227,0.05499382932185679
228,0.03776818644649932
229,0.02524064065490458
230,0.046542852875682716
231,0.03599753627045622
232,0.04071753014545992
233,0.040455292935419156
234,0.08467721745580087
235,0.08608893816707495
236,0.030362547379680232
